VCS WKID	Name	WKT	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
  5720	NGF_IGN69	VERTCS["NGF_IGN69",VDATUM["Nivellement_General_de_la_France_IGN69"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	France - mainland onshore	  42.330	  -4.870	  51.140	   8.230
  5721	NGF_IGN78	VERTCS["NGF_IGN78",VDATUM["Nivellement_General_de_la_France_IGN78"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	France - Corsica onshore	  41.310	   8.500	  43.070	   9.630
  5719	NGF_Lallemand	VERTCS["NGF_Lallemand",VDATUM["Nivellement_General_de_la_France_Lallemand"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	France - mainland onshore	  42.330	  -4.870	  51.140	   8.230
  5755	NGG_1977	VERTCS["NGG_1977",VDATUM["Nivellement_General_Guyanais_1977"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Guiana - onshore	   2.110	 -54.610	   5.810	 -51.610
  5774	NG_L	VERTCS["NG_L",VDATUM["Nivellement_General_du_Luxembourg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Luxembourg	  49.440	   5.730	  50.190	   6.530
  5753	NGNC	VERTCS["NGNC",VDATUM["Nivellement_General_de_Nouvelle_Caledonie"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Caledonia - Grande Terre	 -22.450	 163.920	 -20.030	 167.090
  5600	NGPF	VERTCS["NGPF",VDATUM["Nivellement_General_de_Polynesie_Francaise"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Polynesia - Society Islands - main islands	 -17.930	-152.390	 -16.170	-149.090
  5702	NGVD_1929	VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]]	USA - CONUS - onshore	  24.410	-124.790	  49.380	 -66.910
  6359	NGVD29_depth	VERTCS["NGVD29_depth",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",-1.0],UNIT["Foot_US",0.3048006096012192]]	USA - CONUS - onshore	  24.410	-124.790	  49.380	 -66.910
  6640	NMVD03_height	VERTCS["NMVD03_height",VDATUM["Northern_Marianas_Vertical_Datum_of_2003"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Northern Mariana Islands - Rota, Saipan and Tinian	  14.060	 145.060	  15.350	 145.890
  5941	NN2000_height	VERTCS["NN2000_height",VDATUM["Norway_Normal_Null_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Norway - onshore	  57.930	   4.680	  71.210	  31.220
  5776	NN54	VERTCS["NN54",VDATUM["Norway_Normal_Null_1954"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Norway - onshore	  57.930	   4.680	  71.210	  31.220
115757	North_American_1983_CSRS	VERTCS["North_American_1983_CSRS",DATUM["D_North_American_1983_CSRS",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Canada	  40.040	-141.010	  86.460	 -47.740
115758	North_American_1983_HARN	VERTCS["North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	USA - HARN	 -14.590	 144.580	  49.380	 -64.510
  5745	North_Rona	VERTCS["North_Rona",VDATUM["North_Rona"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - North Rona onshore	  59.070	  -5.920	  59.190	  -5.730
  5779	NVN99	VERTCS["NVN99",VDATUM["National_Vertical_Network_1999"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Slovenia - onshore	  45.420	  13.380	  46.880	  16.610
115765	NZGD_2000	VERTCS["NZGD_2000",DATUM["D_NZGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand	 -55.950	 160.600	 -25.880	-171.200
  4440	NZVD2009_height	VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand	 -55.950	 160.600	 -25.880	-171.200
  7707	ODN_(Offshore)_(height)	VERTCS["ODN_(Offshore)_(height)",VDATUM["Ordnance_Datum_Newlyn_(Offshore)"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - offshore 49~46'N to 61~01'N, 7~33'W to 3~33'E	  49.750	  -9.200	  61.140	   2.880
  5767	One_Tree_Point	VERTCS["One_Tree_Point",VDATUM["One_Tree_Point"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand - North Island - One Tree vcrs	 -36.410	 172.610	 -34.360	 174.830
  5710	Oostende	VERTCS["Oostende",VDATUM["Oostende"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Belgium - onshore	  49.500	   2.500	  51.510	   6.400
  5724	PDO_Height_Datum_1993	VERTCS["PDO_Height_Datum_1993",VDATUM["PDO_Height_Datum_1993"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Oman - onshore	  16.590	  51.990	  26.580	  59.910
115766	Peru96	VERTCS["Peru96",DATUM["D_Peru96",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Peru	 -21.050	 -84.680	  -0.030	 -68.670
  5716	Piraeus	VERTCS["Piraeus",VDATUM["Piraeus_Harbour_1986"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Greece - onshore	  34.880	  19.570	  41.750	  28.300
  7447	PNG08_(height)	VERTCS["PNG08_(height)",VDATUM["Papua_New_Guinea_2008"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Papua New Guinea - 0~N to 12~S and 140~E to 158~E	 -12.000	 140.000	   0.000	 158.000
115767	PNG94	VERTCS["PNG94",DATUM["D_Papua_New_Guinea_Geodetic_Datum_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Papua New Guinea	 -14.750	 139.200	   2.580	 162.810
  6187	Ponta_Delgada_height	VERTCS["Ponta_Delgada_height",VDATUM["Ponta_Delgada"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Portugal - Azores E - S Miguel onshore	  37.650	 -25.920	  37.960	 -25.080
  5754	Poolbeg	VERTCS["Poolbeg",VDATUM["Poolbeg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_British_1936",0.3048007491]]	Europe - Ireland (Republic and Ulster) - onshore	  51.390	 -10.560	  55.430	  -5.340
115768	POSGAR	VERTCS["POSGAR",DATUM["D_POSGAR",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Argentina	 -58.410	 -73.590	 -21.780	 -52.630
115769	POSGAR_1994	VERTCS["POSGAR_1994",DATUM["D_POSGAR_1994",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Argentina	 -58.410	 -73.590	 -21.780	 -52.630
115770	POSGAR_1998	VERTCS["POSGAR_1998",DATUM["D_POSGAR_1998",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Argentina	 -58.410	 -73.590	 -21.780	 -52.630
115771	PRS_1992	VERTCS["PRS_1992",DATUM["D_Philippine_Reference_System_1992",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Philippines	   3.000	 116.040	  22.180	 129.950
  6641	PRVD02_height	VERTCS["PRVD02_height",VDATUM["Puerto_Rico_Vertical_Datum_of_2002"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Puerto Rico - onshore	  17.870	 -67.970	  18.570	 -65.190
115772	PTRA08	VERTCS["PTRA08",DATUM["D_PTRA08",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Portugal - Azores and Madeira	  29.240	 -35.580	  43.070	 -12.480
115773	PZ_1990	VERTCS["PZ_1990",DATUM["D_Parametrop_Zemp_1990",SPHEROID["PZ_1990",6378136.0,298.257839303]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	World	 -90.000	-180.000	  90.000	 180.000
  5603	Raiatea_SAU_2001	VERTCS["Raiatea_SAU_2001",VDATUM["Raiatea_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Polynesia - Society Islands - Raiatea	 -16.960	-151.550	 -16.680	-151.300
  5843	Ras_Ghumays_height	VERTCS["Ras_Ghumays_height",VDATUM["Ras_Ghumays"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UAE - Abu Dhabi - onshore	  22.630	  51.560	  24.950	  56.030
115774	RDN2008	VERTCS["RDN2008",DATUM["D_Rete_Dinamica_Nazionale_2008",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Italy - including San Marino and Vatican	  34.760	   5.930	  47.100	  18.990
105603	REDNAP_height	VERTCS["REDNAP_height",VDATUM["Red_Espanola_de_Nivelacion_de_Alta_Precision"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Spain - mainland and Balearic Islands onshore	  35.260	  -9.370	  43.820	   4.390
115775	REGCAN95	VERTCS["REGCAN95",DATUM["D_Red_Geodesica_de_Canarias_1995",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Spain - Canary Islands	  24.600	 -21.930	  32.760	 -11.750
115776	REGVEN	VERTCS["REGVEN",DATUM["D_REGVEN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Venezuela	   0.640	 -73.380	  16.750	 -58.950
115777	RGAF09	VERTCS["RGAF09",DATUM["Reseau_Geodesique_des_Antilles_Francaises_2009",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Caribbean - French Antilles	  14.080	 -63.660	  18.540	 -57.520
115778	RGF_1993	VERTCS["RGF_1993",DATUM["D_RGF_1993",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	France	  41.150	  -9.860	  51.560	  10.380
115779	RGFG_1995	VERTCS["RGFG_1995",DATUM["D_RGFG_1995",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Guiana	   2.110	 -54.600	   8.880	 -49.460
115780	RGM_2004	VERTCS["RGM_2004",DATUM["D_Reseau_Geodesique_de_Mayotte_2004",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Mayotte	 -14.490	  43.680	 -11.330	  46.700
115781	RGNC_1991	VERTCS["RGNC_1991",DATUM["D_RGNC_1991",SPHEROID["International_1924",6378388.0,297.0]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Caledonia	 -26.450	 156.250	 -14.830	 174.280
115782	RGNC_1991-93	VERTCS["RGNC_1991-93",DATUM["D_Reseau_Geodesique_de_Nouvelle_Caledonie_1991-93",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Caledonia	 -26.450	 156.250	 -14.830	 174.280
115783	RGPF	VERTCS["RGPF",DATUM["D_Reseau_Geodesique_de_la_Polynesie_Francaise",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Polynesia	 -31.240	-158.130	  -4.520	-131.970
115784	RGR_1992	VERTCS["RGR_1992",DATUM["D_RGR_1992",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Reunion	 -24.720	  51.830	 -18.280	  58.240
115785	RGRDC_2005	VERTCS["RGRDC_2005",DATUM["D_Reseau_Geodesique_de_la_RDC_2005",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Congo DR (Zaire) - south	 -13.460	  11.790	  -3.410	  29.810
115786	RGSPM_2006	VERTCS["RGSPM_2006",DATUM["D_Reseau_Geodesique_de_St_Pierre_et_Miquelon_2006",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	St Pierre and Miquelon	  43.410	 -57.100	  47.370	 -55.900
  5615	RH1900	VERTCS["RH1900",VDATUM["Rikets_Hojdsystem_1900"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sweden - onshore	  55.280	  10.930	  69.070	  24.170
  5613	RH2000	VERTCS["RH2000",VDATUM["Rikets_Hojdsystem_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sweden - onshore	  55.280	  10.930	  69.070	  24.170
  5718	RH70	VERTCS["RH70",VDATUM["Rikets_Hojdsystem_1970"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sweden - onshore	  55.280	  10.930	  69.070	  24.170
115787	RRAF_1991	VERTCS["RRAF_1991",DATUM["D_RRAF_1991",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Caribbean - French Antilles	  14.080	 -63.660	  18.540	 -57.520
115788	RSRGD2000	VERTCS["RSRGD2000",DATUM["D_Ross_Sea_Region_Geodetic_Datum_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Antarctica - Ross Sea Region	 -90.000	 144.990	 -59.990	-144.990
  6183	Santa_Cruz_da_Graciosa_height	VERTCS["Santa_Cruz_da_Graciosa_height",VDATUM["Santa_Cruz_da_Graciosa"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Portugal - Azores C - Graciosa onshore	  38.970	 -28.130	  39.140	 -27.880
  6185	Santa_Cruz_das_Flores_height	VERTCS["Santa_Cruz_das_Flores_height",VDATUM["Santa_Cruz_das_Flores"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Portugal - Azores W - onshore	  39.300	 -31.340	  39.770	 -31.020
  6916	SHD_height	VERTCS["SHD_height",VDATUM["Singapore_Height_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Singapore	   1.130	 103.590	   1.470	 104.070
115789	SIRGAS_2000	VERTCS["SIRGAS_2000",DATUM["D_SIRGAS_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Latin America - SIRGAS 2000 by country	 -59.870	-122.190	  32.720	 -25.280
115790	SIRGAS-Chile	VERTCS["SIRGAS-Chile",DATUM["D_SIRGAS-Chile",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Chile	 -59.870	-113.210	 -17.500	 -65.720
115791	SIRGAS_ES2007.8	VERTCS["SIRGAS_ES2007.8",DATUM["D_SIRGAS_ES2007.8",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	El Salvador	   9.970	 -91.430	  14.440	 -87.650
115792	SIRGAS-ROU98	VERTCS["SIRGAS-ROU98",DATUM["D_SIRGAS-ROU98",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Uruguay	 -37.770	 -58.490	 -30.090	 -50.010
115796	S_JTSK/05	VERTCS["S_JTSK/05",DATUM["D_S_JTSK_05",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Czech Republic	  48.580	  12.090	  51.060	  18.860
115797	S_JTSK/05_Ferro	VERTCS["S_JTSK/05_Ferro",DATUM["D_S_JTSK_05",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Czech Republic	  48.580	  12.090	  51.060	  18.860
115793	SLD99	VERTCS["SLD99",DATUM["D_Sri_Lanka_Datum_1999",SPHEROID["Everest_Adjustment_1937",6377276.345,300.8017]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sri Lanka - onshore	   5.860	  79.640	   9.880	  81.950
115794	Slovenia_1996	VERTCS["Slovenia_1996",DATUM["D_Slovenia_Geodetic_Datum_1996",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Slovenia	  45.420	  13.380	  46.880	  16.610
  5237	SLVD_height	VERTCS["SLVD_height",VDATUM["Sri_Lanka_Vertical_Datum"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sri Lanka - onshore	   5.860	  79.640	   9.880	  81.950
  5785	SNN76	VERTCS["SNN76",VDATUM["SNN76"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Germany - East Germany all states	  50.200	   9.920	  54.740	  15.040
115795	SREF98	VERTCS["SREF98",DATUM["D_Serbian_Reference_Network_1998",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Serbia	  41.850	  18.810	  46.190	  23.010
  5772	Stewart_Island	VERTCS["Stewart_Island",VDATUM["Stewart_Island"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand - Stewart Island	 -47.330	 167.290	 -46.630	 168.340
  5747	St_Kilda	VERTCS["St_Kilda",VDATUM["St_Kilda"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - St. Kilda onshore	  57.740	  -8.740	  57.930	  -8.410
  5749	St_Marys	VERTCS["St_Marys",VDATUM["St_Marys"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - Scilly Isles onshore	  49.860	  -6.410	  49.990	  -6.230
  5746	Stornoway	VERTCS["Stornoway",VDATUM["Stornoway"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - Outer Hebrides onshore	  56.760	  -7.720	  58.540	  -6.100
  5744	Sule_Skerry	VERTCS["Sule_Skerry",VDATUM["Sule_Skerry"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	UK - Sule Skerry onshore	  59.050	  -4.500	  59.130	  -4.300
115798	SWEREF99	VERTCS["SWEREF99",DATUM["D_SWEREF99",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Sweden	  54.960	  10.030	  69.070	  24.170
115706	Swiss_TRF_1995	VERTCS["Swiss_TRF_1995",DATUM["D_Swiss_TRF_1995",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Europe - Liechtenstein and Switzerland	  45.820	   5.960	  47.810	  10.490
  5606	Tahaa_SAU_2001	VERTCS["Tahaa_SAU_2001",VDATUM["Tahaa_SAU_2001"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	French Polynesia - Society Islands - Tahaa	 -16.720	-151.630	 -16.500	-151.360
  5769	Taranaki	VERTCS["Taranaki",VDATUM["Taranaki"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand - North Island - Taranaki vcrs	 -39.920	 173.680	 -38.410	 174.950
  5768	Tararu	VERTCS["Tararu",VDATUM["Tararu"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand - North Island - Tararu vcrs	 -37.210	 175.440	 -36.780	 175.990
115799	TGD2005	VERTCS["TGD2005",DATUM["D_Tonga_Geodetic_Datum_2005",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Tonga	 -25.680	-179.080	 -14.140	-171.280
  5195	Trieste_height	VERTCS["Trieste_height",VDATUM["Trieste"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Europe - former Yugoslavia onshore	  40.850	  13.380	  46.880	  23.040
115804	TUREF	VERTCS["TUREF",DATUM["D_Turkish_National_Reference_Frame",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Turkey	  34.420	  25.620	  43.450	  44.830
  6638	Tutuila_1962_height	VERTCS["Tutuila_1962_height",VDATUM["Tutuila_Vertical_Datum_of_1962"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	American Samoa - Tutuila island	 -14.430	-170.880	 -14.200	-170.510
115800	TWD_1997	VERTCS["TWD_1997",DATUM["D_TWD_1997",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Taiwan	  17.360	 114.320	  26.960	 123.610
115801	Ukraine_2000	VERTCS["Ukraine_2000",DATUM["D_Ukraine_2000",SPHEROID["Krasovsky_1940",6378245.0,298.3]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Ukraine	  43.180	  22.150	  52.380	  40.180
  6642	VIVD09_height	VERTCS["VIVD09_height",VDATUM["Virgin_Islands_Vertical_Datum_of_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Virgin Islands, US - onshore	  17.620	 -65.090	  18.440	 -64.510
  5770	Wellington	VERTCS["Wellington",VDATUM["Wellington"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	New Zealand - North Island - Wellington vcrs	 -41.670	 174.520	 -40.120	 176.560
115700	WGS_1984	VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	World	 -90.000	-180.000	  90.000	 180.000
105700	WGS_1984_Geoid	VERTCS["WGS_1984_Geoid",VDATUM["WGS_1984_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	World	 -90.000	-180.000	  90.000	 180.000
  5736	Yellow_Sea_1956	VERTCS["Yellow_Sea_1956",VDATUM["Yellow_Sea_1956"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	China - onshore	  18.110	  73.620	  53.560	 134.770
  5737	Yellow_Sea_1985	VERTCS["Yellow_Sea_1985",VDATUM["Yellow_Sea_1985"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	China - onshore	  18.110	  73.620	  53.560	 134.770
115802	Yemen_NGN_1996	VERTCS["Yemen_NGN_1996",DATUM["D_Yemen_NGN_1996",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]]	Yemen	   8.950	  41.080	  19.000	  57.960
