GCS WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
108026	ITRF_1997_To_ITRF_2000_1	GEOGTRAN["ITRF_1997_To_ITRF_2000_1",GEOGCS["GCS_ITRF_1997",DATUM["D_ITRF_1997",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",-0.0067],PARAMETER["Y_Axis_Translation",-0.0061],PARAMETER["Z_Axis_Translation",0.0185],PARAMETER["X_Axis_Rotation",0.0],PARAMETER["Y_Axis_Rotation",0.0],PARAMETER["Z_Axis_Rotation",0.0],PARAMETER["Scale_Difference",-0.00155]]	  0.000	World	-90.0000	-180.0000	90.0000	180.0000
108036	ITRF_2000_To_ITRF_2005_1	GEOGTRAN["ITRF_2000_To_ITRF_2005_1",GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ITRF_2005",DATUM["D_ITRF_2005",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",-0.0001],PARAMETER["Y_Axis_Translation",0.0008],PARAMETER["Z_Axis_Translation",0.0058],PARAMETER["X_Axis_Rotation",0.0],PARAMETER["Y_Axis_Rotation",0.0],PARAMETER["Z_Axis_Rotation",0.0],PARAMETER["Scale_Difference",-0.0004]]	  0.000	World	-90.0000	-180.0000	90.0000	180.0000
108353	ITRF_2000_To_NAD_1983_2011	GEOGTRAN["ITRF_2000_To_NAD_1983_2011",GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_NAD_1983_2011",DATUM["D_NAD_1983_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.9956],PARAMETER["Y_Axis_Translation",-1.9013],PARAMETER["Z_Axis_Translation",-0.5215],PARAMETER["X_Axis_Rotation",0.025915],PARAMETER["Y_Axis_Rotation",0.009426],PARAMETER["Z_Axis_Rotation",0.011599],PARAMETER["Scale_Difference",0.00062]]	  0.100	USA - CONUS and Alaska; PRVI	14.9200	167.6500	74.7100	-63.8800
108150	ITRF_2000_To_NAD_1983_CORS96	GEOGTRAN["ITRF_2000_To_NAD_1983_CORS96",GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_NAD_1983_CORS96",DATUM["D_NAD_1983_CORS96",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.9956],PARAMETER["Y_Axis_Translation",-1.9013],PARAMETER["Z_Axis_Translation",-0.5215],PARAMETER["X_Axis_Rotation",0.025915],PARAMETER["Y_Axis_Rotation",0.009426],PARAMETER["Z_Axis_Rotation",0.011599],PARAMETER["Scale_Difference",0.00062]]	  0.100	USA - CONUS and Alaska; PRVI	14.9200	167.6500	74.7100	-63.8800
108281	ITRF_2000_To_NAD_1983_HARN	GEOGTRAN["ITRF_2000_To_NAD_1983_HARN",GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.9956],PARAMETER["Y_Axis_Translation",-1.9013],PARAMETER["Z_Axis_Translation",-0.5215],PARAMETER["X_Axis_Rotation",0.025915],PARAMETER["Y_Axis_Rotation",0.009426],PARAMETER["Z_Axis_Rotation",0.011599],PARAMETER["Scale_Difference",0.00062]]	  0.100	USA (all states)	15.5600	167.6500	74.7100	-65.6900
108280	ITRF_2000_To_WGS_1984	GEOGTRAN["ITRF_2000_To_WGS_1984",GEOGCS["GCS_ITRF_2000",DATUM["D_ITRF_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  0.000	World	-90.0000	-180.0000	90.0000	180.0000
108052	ITRF_2005_To_ITRF_2008_2	GEOGTRAN["ITRF_2005_To_ITRF_2008_2",GEOGCS["GCS_ITRF_2005",DATUM["D_ITRF_2005",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ITRF_2008",DATUM["D_ITRF_2008",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",0.002],PARAMETER["Y_Axis_Translation",0.0009],PARAMETER["Z_Axis_Translation",0.0047],PARAMETER["X_Axis_Rotation",0.0],PARAMETER["Y_Axis_Rotation",0.0],PARAMETER["Z_Axis_Rotation",0.0],PARAMETER["Scale_Difference",-0.00094]]	  0.010	World	-90.0000	-180.0000	90.0000	180.0000
108360	ITRF_2008_To_NAD_1983_2011	GEOGTRAN["ITRF_2008_To_NAD_1983_2011",GEOGCS["GCS_ITRF_2008",DATUM["D_ITRF_2008",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_NAD_1983_2011",DATUM["D_NAD_1983_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.99343],PARAMETER["Y_Axis_Translation",-1.90331],PARAMETER["Z_Axis_Translation",-0.52655],PARAMETER["X_Axis_Rotation",0.02591467],PARAMETER["Y_Axis_Rotation",0.00942645],PARAMETER["Z_Axis_Rotation",0.01159935],PARAMETER["Scale_Difference",0.00171504]]	  0.030	Pacific Ocean	-60.0000	 98.6900	66.6700	-68.0000
108361	ITRF_2008_To_NAD_1983_MA11	GEOGTRAN["ITRF_2008_To_NAD_1983_MA11",GEOGCS["GCS_ITRF_2008",DATUM["D_ITRF_2008",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_NAD_1983_MA11",DATUM["D_NAD_1983_MA11",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.908],PARAMETER["Y_Axis_Translation",-2.0161],PARAMETER["Z_Axis_Translation",-0.5653],PARAMETER["X_Axis_Rotation",0.028971],PARAMETER["Y_Axis_Rotation",0.01042],PARAMETER["Z_Axis_Rotation",0.008928],PARAMETER["Scale_Difference",0.0011]]	  0.050	Pacific Ocean	-60.0000	 98.6900	66.6700	-68.0000
108362	ITRF_2008_To_NAD_1983_PA11	GEOGTRAN["ITRF_2008_To_NAD_1983_PA11",GEOGCS["GCS_ITRF_2008",DATUM["D_ITRF_2008",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_NAD_1983_PA11",DATUM["D_NAD_1983_PA11",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",0.908],PARAMETER["Y_Axis_Translation",-2.0161],PARAMETER["Z_Axis_Translation",-0.5653],PARAMETER["X_Axis_Rotation",0.027741],PARAMETER["Y_Axis_Rotation",0.013469],PARAMETER["Z_Axis_Rotation",0.002712],PARAMETER["Scale_Difference",0.0011]]	  0.050	Pacific Ocean	-60.0000	 98.6900	66.6700	-68.0000
 15925	JAD_2001_To_WGS_1984	GEOGTRAN["JAD_2001_To_WGS_1984",GEOGCS["GCS_JAD_2001",DATUM["D_Jamaica_2001",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  0.000	Jamaica	14.0800	-80.6000	19.3600	-74.5100
 15926	Jamaica_1969_To_JAD_2001_1	GEOGTRAN["Jamaica_1969_To_JAD_2001_1",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JAD_2001",DATUM["D_Jamaica_2001",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-33.722],PARAMETER["Y_Axis_Translation",153.789],PARAMETER["Z_Axis_Translation",94.959],PARAMETER["X_Axis_Rotation",8.581],PARAMETER["Y_Axis_Rotation",4.478],PARAMETER["Z_Axis_Rotation",-4.54],PARAMETER["Scale_Difference",8.95]]	  0.500	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
 10086	Jamaica_1969_To_WGS_1972_1	GEOGTRAN["Jamaica_1969_To_WGS_1972_1",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1972",DATUM["D_WGS_1972",SPHEROID["WGS_1972",6378135.0,298.26]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",48.0],PARAMETER["Y_Axis_Translation",208.0],PARAMETER["Z_Axis_Translation",382.0]]	 15.000	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
  1083	Jamaica_1969_To_WGS_1972_2	GEOGTRAN["Jamaica_1969_To_WGS_1972_2",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1972",DATUM["D_WGS_1972",SPHEROID["WGS_1972",6378135.0,298.26]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",50.0],PARAMETER["Y_Axis_Translation",212.0],PARAMETER["Z_Axis_Translation",381.0]]	 10.000	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
  1084	Jamaica_1969_To_WGS_1984_1	GEOGTRAN["Jamaica_1969_To_WGS_1984_1",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",70.0],PARAMETER["Y_Axis_Translation",207.0],PARAMETER["Z_Axis_Translation",389.5]]	  5.000	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
  1085	Jamaica_1969_To_WGS_1984_2	GEOGTRAN["Jamaica_1969_To_WGS_1984_2",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",65.334],PARAMETER["Y_Axis_Translation",212.46],PARAMETER["Z_Axis_Translation",387.63]]	  2.000	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
 15927	Jamaica_1969_To_WGS_1984_3	GEOGTRAN["Jamaica_1969_To_WGS_1984_3",GEOGCS["GCS_Jamaica_1969",DATUM["D_Jamaica_1969",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-33.722],PARAMETER["Y_Axis_Translation",153.789],PARAMETER["Z_Axis_Translation",94.959],PARAMETER["X_Axis_Rotation",8.581],PARAMETER["Y_Axis_Rotation",4.478],PARAMETER["Z_Axis_Rotation",-4.54],PARAMETER["Scale_Difference",8.95]]	  1.000	Jamaica - onshore	17.6400	-78.4300	18.5800	-76.1700
  6698	JGD_2000_To_JGD_2011_2_Null	GEOGTRAN["JGD_2000_To_JGD_2011_2_Null",GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JGD_2011",DATUM["D_JGD_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  1.000	Japan excluding northern main province	17.0900	122.3800	46.0500	157.6500
  6713	JGD_2000_To_JGD_2011_NTv2_1	GEOGTRAN["JGD_2000_To_JGD_2011_NTv2_1",GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JGD_2011",DATUM["D_JGD_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_japan/touhokutaiheiyouoki2011",0.0]]	  0.500	Japan - onshore	20.3700	122.8300	45.5400	154.0500
108107	JGD_2000_To_WGS_1984	GEOGTRAN["JGD_2000_To_WGS_1984",GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-1.126],PARAMETER["Y_Axis_Translation",-0.077],PARAMETER["Z_Axis_Translation",-0.037]]	  4.000	Korea, Republic of (South Korea)	28.6000	122.7100	40.2700	134.2800
  1826	JGD_2000_To_WGS_1984_1	GEOGTRAN["JGD_2000_To_WGS_1984_1",GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",0.0],PARAMETER["Y_Axis_Translation",0.0],PARAMETER["Z_Axis_Translation",0.0]]	  1.000	Japan	17.0900	122.3800	46.0500	157.6500
108053	JGD_2011_To_WGS_1984	GEOGTRAN["JGD_2011_To_WGS_1984",GEOGCS["GCS_JGD_2011",DATUM["D_JGD_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Null"]]	  0.000	Japan - onshore	20.3700	122.8300	45.5400	154.0500
 15809	Johnston_Island_1961_To_WGS_1984	GEOGTRAN["Johnston_Island_1961_To_WGS_1984",GEOGCS["GCS_Johnston_Island_1961",DATUM["D_Johnston_Island_1961",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",189.0],PARAMETER["Y_Axis_Translation",-79.0],PARAMETER["Z_Axis_Translation",-202.0]]	 44.000	Johnston Island	16.6700	-169.5900	16.7900	-169.4700
108233	Jordan_To_WGS_1984	GEOGTRAN["Jordan_To_WGS_1984",GEOGCS["GCS_Jordan",DATUM["D_Jordan",SPHEROID["International_1924",6378388.0,297.0]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-86.0],PARAMETER["Y_Axis_Translation",-98.0],PARAMETER["Z_Axis_Translation",-119.0]]	999.000	Jordan	29.1800	 34.8800	33.3800	 39.3100
 15870	Jouik_1961_To_WGS_1984_1	GEOGTRAN["Jouik_1961_To_WGS_1984_1",GEOGCS["GCS_Jouik_1961",DATUM["D_Jouik_1961",SPHEROID["Clarke_1880_RGS",6378249.145,293.465]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-80.01],PARAMETER["Y_Axis_Translation",253.26],PARAMETER["Z_Axis_Translation",291.19]]	  1.000	Mauritania - north coast	19.3700	-17.0800	21.3400	-15.8800
  1155	Kalianpur_1937_To_WGS_1984_1	GEOGTRAN["Kalianpur_1937_To_WGS_1984_1",GEOGCS["GCS_Kalianpur_1937",DATUM["D_Kalianpur_1937",SPHEROID["Everest_Adjustment_1937",6377276.345,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",282.0],PARAMETER["Y_Axis_Translation",726.0],PARAMETER["Z_Axis_Translation",254.0]]	 18.000	Bangladesh - onshore	20.5200	 88.0400	26.6300	 92.6700
  1533	Kalianpur_1937_To_WGS_1984_2	GEOGTRAN["Kalianpur_1937_To_WGS_1984_2",GEOGCS["GCS_Kalianpur_1937",DATUM["D_Kalianpur_1937",SPHEROID["Everest_Adjustment_1937",6377276.345,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",214.0],PARAMETER["Y_Axis_Translation",804.0],PARAMETER["Z_Axis_Translation",268.0]]	  5.000	Myanmar (Burma) - Moattama area	 9.4800	 93.9400	17.8700	 99.6600
  1247	Kalianpur_1962_To_WGS_1984_1	GEOGTRAN["Kalianpur_1962_To_WGS_1984_1",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",283.0],PARAMETER["Y_Axis_Translation",682.0],PARAMETER["Z_Axis_Translation",231.0]]	999.000	Pakistan - onshore	23.6400	 60.8600	37.0700	 77.8300
 15701	Kalianpur_1962_To_WGS_1984_2	GEOGTRAN["Kalianpur_1962_To_WGS_1984_2",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",275.57],PARAMETER["Y_Axis_Translation",676.78],PARAMETER["Z_Axis_Translation",229.6]]	  1.000	Pakistan - offshore Indus	21.0500	 64.0000	25.3900	 68.2400
 15702	Kalianpur_1962_To_WGS_1984_3	GEOGTRAN["Kalianpur_1962_To_WGS_1984_3",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",278.9],PARAMETER["Y_Axis_Translation",684.39],PARAMETER["Z_Axis_Translation",226.05]]	  3.000	Pakistan - Badin and Mehran	24.0000	 67.7400	25.6400	 69.8700
 15703	Kalianpur_1962_To_WGS_1984_4	GEOGTRAN["Kalianpur_1962_To_WGS_1984_4",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",271.905],PARAMETER["Y_Axis_Translation",669.593],PARAMETER["Z_Axis_Translation",231.495]]	  3.000	Pakistan - Karachi	24.6900	 66.8300	25.7600	 68.0000
 15704	Kalianpur_1962_To_WGS_1984_5	GEOGTRAN["Kalianpur_1962_To_WGS_1984_5",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",230.25],PARAMETER["Y_Axis_Translation",632.76],PARAMETER["Z_Axis_Translation",161.03],PARAMETER["X_Axis_Rotation",-1.114],PARAMETER["Y_Axis_Rotation",1.115],PARAMETER["Z_Axis_Rotation",1.212],PARAMETER["Scale_Difference",12.584]]	  3.000	Pakistan - East Sind	24.1600	 68.2700	28.6100	 71.1100
 15494	Kalianpur_1962_To_WGS_1984_6	GEOGTRAN["Kalianpur_1962_To_WGS_1984_6",GEOGCS["GCS_Kalianpur_1962",DATUM["D_Kalianpur_1962",SPHEROID["Everest_Definition_1962",6377301.243,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",274.164],PARAMETER["Y_Axis_Translation",677.282],PARAMETER["Z_Axis_Translation",226.704]]	  3.000	Pakistan - Gambat	25.8800	 68.2400	27.6700	 69.3000
  1156	Kalianpur_1975_To_WGS_1984_1	GEOGTRAN["Kalianpur_1975_To_WGS_1984_1",GEOGCS["GCS_Kalianpur_1975",DATUM["D_Kalianpur_1975",SPHEROID["Everest_Definition_1975",6377299.151,300.8017255]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",295.0],PARAMETER["Y_Axis_Translation",736.0],PARAMETER["Z_Axis_Translation",257.0]]	 22.000	Asia - India mainland and Nepal	 8.0200	 68.0800	35.5100	 97.3900
  1157	Kandawala_To_WGS_1984	GEOGTRAN["Kandawala_To_WGS_1984",GEOGCS["GCS_Kandawala",DATUM["D_Kandawala",SPHEROID["Everest_Adjustment_1937",6377276.345,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-97.0],PARAMETER["Y_Axis_Translation",787.0],PARAMETER["Z_Axis_Translation",86.0]]	 35.000	Sri Lanka - onshore	 5.8600	 79.6400	 9.8800	 81.9500
